!03511426-n	heelless	0.0	[0]
00100082-r	early	0.0	[0, 0]
00100267-r	late	0.0	[0]
00101051-r	far	0.0	[0, 0]
00101323-r	far	4.285714285714286	[0, 0, 30.0, 0, 0, 0, 0]
00101490-r	far	0.0	[0, 0]
00102736-r	first of all	0.0	[0, 0, 0, 0]
00103087-r	throughout	0.0	[0]
00103194-r	at first	0.0	[0, 0.0, 0]
00103317-v	flush	-10.333333333333334	[0, 0, -31.0]
00103324-r	at first sight	0.0	[0]
00103554-r	first	0.0	[0, 0, 0, 0]
00103554-r	for the first time	0.0	[0, 0, 0]
00103619-v	blanch	-64.0	[-64.0]
00103664-r	and so on	0.0	[0]
00103875-v	bronze	0.0	[0]
00104528-r	at the most	0.0	[0]
00104661-r	at any rate	0.0	[0]
00104661-r	at least	4.2727272727272725	[0, 0, 0, 0, 0, 0, 0, 18.0, 0, 29.0, 0]
00104661-r	at less	0.0	[0]
00105603-r	quickly	17.0	[34.0, 0.0]
00105603-r	quick	0.0	[0, 0]
00105603-r	soon	0.0	[0, 0]
00105746-a	ample	29.0	[29.0]
00106020-a	good	34.0	[34.0, 34.0]
00106921-r	usually	0.0	[0]
00107416-r	lately	0.0	[0]
00107416-r	of late	0.0	[0, 0]
00108479-r	here	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00108773-r	here	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00109021-r	here	0.0	[0]
00109151-r	there	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00109461-r	there	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00109660-v	change	-10.0	[0, -30.0, 0]
00109949-r	scientifically	0.0	[0]
00110414-r	meekly	15.0	[15.0]
00110533-r	inside	0.0	[0, 0]
00110659-r	outside	0.0	[0, 0, 0, 0, 0]
00110815-r	within	0.0	[0, 0, 0, 0]
00110815-r	inside	0.0	[0]
00111609-r	most	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00111758-r	least	0.0	[0]
00112009-r	most	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00112090-r	silently	-34.0	[-34.0]
00112393-r	necessarily	0.0	[0]
00112601-r	new	0.0	[0]
00113082-r	other than	0.0	[0]
00113818-a	angry	-62.4	[-64.0, -50.5, -63.0, -34.5, -100.0]
00114431-n	pull	0.0	[0]
00114797-a	black	-34.0	[-34.0]
00115193-a	mad	-64.0	[-64.0]
00115500-n	tug	0.0	[0]
00115554-r	rather	23.0	[0, 46.0]
00116058-a	smouldering	-46.5	[-46.5]
00116376-n	raise	0.0	[0, 0]
00116510-r	together	0.0	[0]
00116588-r	together	12.0	[0, 0, 36.0]
00116744-a	bitter	-64.75	[-64.0, -65.5]
00116791-r	together	3.8	[0, 19.0, 0, 0, 0]
00116994-r	together	0.0	[0]
00117620-r	and then	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00117620-r	then	-0.030612244897959183	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00117620-r	so	0.0	[0, 0]
00117620-r	and so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
00117903-r	then	0.0	[0, 0, 0]
00117985-v	rest	0.0	[0]
00117985-v	remain	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118032-r	then	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118363-r	so as	0.0	[0]
00118363-r	so	0.0	[0, 0, 0, 0, 0, 0]
00118363-r	in order	0.0	[0, 0]
00118869-r	once	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00118965-r	at one time	0.0	[0]
00118965-r	once	0.0	[0]
00119139-r	though	0.0	[0, 0, 0, 0, 0, 0]
00119578-r	on the other hand	0.0	[0, 0]
00119578-r	at the same time	0.0	[0]
00119578-r	but then	0.0	[0]
00119578-r	then again	0.0	[0.0]
00119940-r	successfully	44.5	[25.0, 64.0]
00120202-n	spring	0.0	[0.0, 0]
00120316-v	make	4.6	[0, 0, 34.0, 0, 0, 1.4000000000000001, 1.4000000000000001, 0]
00120796-v	get	-11.0	[0, 0, -33.0]
00120796-v	have	0.0	[0, 0, 0]
00121046-v	have	0.0	[0, 0, 0, 0, 0]
00121135-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
00121166-n	sending	0.0	[0]
00123234-n	firing	-64.0	[-64.0]
00125436-n	pat	34.0	[34.0]
00125841-v	grow	12.75	[34.0, 0, 17.0, 0]
00125841-v	turn	0.0	[0]
00127137-a	previous	0.0	[0]
00127531-n	best	67.5	[67.5]
00127948-a	next	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00134574-n	whiplash	0.0	[0]
00136991-v	leave	-17.0	[-34.0, 0]
00137313-v	bear upon	29.0	[29.0]
00137915-r	respectively	0.0	[0]
00138410-r	in the first place	0.0	[0]
00138508-v	reverse	0.0	[0]
00138611-r	probably	0.0	[0.0, 0.0, 0.0, 0.0, 0]
00138611-r	in all probability	0.0	[0]
00139492-a	porticoed	0.0	[0]
00141632-v	tie	-34.0	[-34.0, -34.0]
00142191-v	form	0.0	[0]
00142917-a	unarmed	0.0	[0]
00143914-v	twisted	0.0	[0]
00144722-r	certainly	11.7	[0, 34.0, 34.0, 34.0, 0, 0, 0, 0, 0, 0, 7.8, 41.4, 19.4, 10.266666666666667, 0.0, 27.933333333333334, 7.8, 7.8, 0, 0, 33.0, 0]
00144722-r	Certainly	0.0	[0]
00144722-r	surely	8.633333333333333	[7.8, 7.8, 7.8, 0.0, 10.0, 18.4]
00145147-v	round	0.0	[0]
00145713-r	enough	2.6153846153846154	[0, 0, 0, 0, 0, 0, 0, 0, 34.0, 0, 0, 0, 0]
00146387-r	ever	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00146387-r	of all time	0.0	[0]
00146594-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00146763-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0]
00146926-r	so	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00147126-r	so	0.0	[0, 0]
00147272-r	so	0.0	[0, 0]
00147386-r	such	0.0	[0, 0, 0]
00147815-v	fall	-34.0	[-34.0, -34.0]
00147876-r	easily	35.0	[34.0, 34.0, 37.0]
00148078-a	cunning	-47.333333333333336	[-64.0, -29.0, -37.0, -41.0, -64.0, -49.0]
00148078-a	crafty	-60.0	[-60.0]
00148078-a	wily	-36.5	[-36.5]
00148540-r	in a way	0.0	[0]
00148597-v	fall in love	0.0	[0]
00148869-r	in fact	0.0	[0, 0]
00148869-r	as a matter of fact	32.0	[32.0]
00149120-a	deep	0.0	[0, 0.0, 0, 0]
00149138-r	in reality	0.0	[0]
00149510-r	really	0.0	[0, 0]
00149510-r	actually	0.0	[0, 0, 0]
00149583-v	go	0.0	[0, 0]
00149583-v	become	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00149583-v	get	0.0	[0, 0, 0]
00149744-r	really	0.0	[0, 0]
00150134-r	no doubt	-1.4444444444444444	[-34.0, -34.0, 0, -34.0, 0, -34.0, 0, 0, 1.0, 47.0, 0, 0, 0, 32.0, 0, 0, 30.0, 0]
00150243-r	sure enough	0.0	[0]
00150287-v	adapt	0.0	[0]
00150351-r	exactly	24.850000000000005	[24.85, 24.85, 24.85]
00150351-r	yes	57.0	[57.0]
00151149-r	after all	0.0	[0, 0]
00151305-r	after all	0.0	[0]
00151755-r	on the whole	0.0	[0]
00152018-n	identification	0.0	[0, 0]
00152345-r	exactly	24.85	[24.85]
00153568-r	carefully	25.5	[34.0, 34.0, 34.0, 0, 25.5]
00153898-a	ashamed	-45.0	[-64.0, -32.0, -25.5, -46.0, -57.5]
00153961-n	proof	34.0	[34.0]
00154213-r	safely	49.0	[49.0]
00155488-r	later	0.0	[0, 0]
00155995-r	by inches	0.0	[0]
00156222-r	by the way	0.0	[0, 0, 0, 0]
00157000-r	all the time	0.0	[0]
00157081-n	influence	0.0	[0]
00157268-a	retiring	0.0	[0]
00157347-v	add to	0.0	[0]
00157462-v	gather	0.0	[0]
00157967-r	alone	-6.666666666666667	[0.0, 0.0, 0, 0, 0, -40.0]
00158309-r	precisely	34.0	[34.0]
00158309-r	just	0.0	[0, 0, 0, 0]
00158309-r	exactly	23.474999999999998	[34.0, 24.85, 24.85, 0.0, 30.925, 24.85, 24.85]
00158804-v	accumulate	0.0	[0.0]
00159040-r	such as	0.0	[0]
00159040-r	for example	0.0	[0, 0, 0, 0]
00159373-r	for anything	0.0	[0, 0, 0]
00159544-r	for one	0.0	[0]
00160440-r	closely	0.0	[0]
00160659-r	closely	0.0	[0]
00160834-r	comparatively	0.0	[0]
00161225-v	change	0.0	[0]
00161630-r	slowly	-4.266666666666667	[0.0, 0, 0.0, 0, 0.0, 0, 0, -64.0, 0, 0, 0, 0, 0, 0, 0]
00162386-a	wary	-19.0	[-19.0]
00162632-n	conclusion	0.0	[0]
00162661-a	on guard	0.0	[0, 0]
00162688-v	replace	6.0	[6.0]
00163233-n	intention	11.3	[11.3]
00163592-a	attentive	56.0	[56.0]
00163948-a	intent	0.0	[0, 0]
00164150-r	carelessly	0.0	[0]
00164201-v	renovate	34.0	[34.0]
00164751-r	in case	0.0	[0, 0]
00164890-r	coldly	-42.0	[-48.0, -36.0]
00165018-r	seriously	34.0	[34.0, 34.0, 34.0]
00165018-r	earnestly	29.25	[34.0, 34.0, 0, 49.0]
00165269-r	in due time	0.0	[0]
00165458-a	distrait	-49.0	[-34.0, -64.0]
00165942-n	move	0.0	[0]
00166025-r	long	-4.857142857142857	[-34.0, 0, 0, 0, 0, 0, 0]
00166512-r	in practice	0.0	[0]
00166608-r	secretly	0.0	[0]
00167286-r	in the first place	0.0	[0]
00167286-r	in the beginning	0.0	[0]
00167575-r	just in time	0.0	[0, 0]
00167816-r	in time	8.5	[0, 0, 0, 29.0, 0, 0, 0, 39.0]
00167920-r	in vain	-22.666666666666668	[-34.0, -34.0, 0]
00171322-r	on the way	0.0	[0]
00171618-n	trick	-15.0	[-15.0]
00171872-a	due	0.0	[0]
00172443-r	to that effect	34.0	[34.0]
00172641-r	under the circumstances	0.0	[0]
00172710-n	way	7.425	[0, 0.0, 29.7, 0]
00172980-r	bravely	29.0	[29.0]
00173338-v	take	0.0	[0, 0]
00173338-v	remove	-11.333333333333334	[-34.0, 0, 0]
00173353-r	deeply	16.330000000000002	[0.0, 0.0, 10.65, 0.0, 71.0]
00173353-r	profoundly	64.0	[64.0]
00173498-r	impatiently	-24.25	[0, -48.5]
00173644-r	patiently	40.0	[40.0]
00173761-n	tool	0.0	[0]
00173764-a	audible	34.0	[34.0]
00173992-r	blindly	0.0	[0]
00174412-n	step	0.0	[0, 0, 0]
00174491-r	steadily	21.0	[0, 29.0, 34.0]
00175135-r	wildly	-33.0	[-34.0, -32.0]
00176383-r	heavily	-34.0	[-34.0, -34.0, -34.0, -34.0]
00176654-r	heavily	-34.0	[-34.0]
00176981-r	again and again	0.0	[0.0, 0, 0, 0]
00177289-r	strongly	0.0	[0]
00178652-v	lift	0.0	[0]
00178898-v	tear away	0.0	[0]
00179112-r	purely	34.0	[34.0]
00179125-n	desperate measure	-40.0	[-40.0]
00179311-v	take out	0.0	[0, 0]
00180279-r	gently	40.5	[40.5]
00180279-r	lightly	0.0	[0]
00180420-r	in turn	0.0	[0]
00180611-r	independently	0.0	[0]
00180756-r	apart	0.0	[0, 0]
00181342-r	once	0.0	[0, 0, 0, 0]
00181901-r	distinctly	20.0	[0, 40.0]
00182316-r	splendidly	95.0	[95.0]
00182406-v	add	34.0	[34.0, 34.0]
00183716-r	blandly	-34.0	[-34.0]
00186616-a	awake	0.0	[0]
00186925-a	up	0.0	[0]
00187455-r	cleverly	33.0	[33.0]
00187736-a	asleep	0.0	[0, 0]
00187953-r	best of all	61.0	[61.0]
00188137-r	best	64.0	[64.0]
00189017-a	sleepy	-34.0	[-34.0]
00190115-a	aware	30.90909090909091	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 0]
00190359-r	clumsily	-34.0	[-34.0]
00190653-a	alert	34.0	[34.0]
00190960-a	conscious	0.0	[0]
00191579-r	that is	0.0	[0, 0]
00192986-r	stealthily	-45.5	[-45.5]
00193367-a	appalling	-47.5	[-47.5]
00193480-a	horrible	-95.5	[-95.0, -95.0, -95.0, -95.0, -97.5]
00193480-a	frightful	-64.0	[-87.5, -40.5]
00193486-v	combine	0.0	[0]
00193799-a	terrible	-84.3	[-95.0, -95.0, -95.0, -82.0, -63.0, -80.0, -48.0, -95.0, -95.0, -95.0]
00193799-a	dreadful	-57.75	[-79.5, -43.5, -79.5, -28.5]
00194357-a	sinister	-32.0	[-64.0, 0]
00194357-a	menacing	-95.0	[-95.0, -95.0]
00194578-r	bolt	0.0	[0]
00195684-a	ghastly	-49.833333333333336	[-81.5, -33.0, -35.0]
00195684-a	grim	-62.75	[-64.0, -61.5]
00196364-v	burn	-34.0	[-34.0]
00197151-a	soothing	64.0	[64.0, 64.0]
00197182-r	o'clock	0.0	[0, 0, 0, 0]
00197576-a	back	0.0	[0]
00198039-r	over	0.0	[0, 0, 0]
00198039-r	all over	0.0	[0]
00198147-a	front	0.0	[0, 0, 0]
00198661-r	defiantly	-74.0	[-74.0]
00198850-v	mitigate	0.0	[0]
00199067-v	lighten	34.0	[34.0]
00199067-v	relieve	0.0	[0]
00200392-r	hopelessly	-64.0	[-64.0]
00200777-r	eagerly	31.666666666666664	[34.0, 49.0, 43.666666666666664, 0]
00201195-r	savagely	-95.0	[-95.0]
00201570-r	wisely	64.0	[64.0]
00202284-n	opposition	-19.5	[-34.0, 0, -24.5]
00202284-n	resistance	0.0	[0]
00203237-a	forward	0.0	[0]
00203614-a	headfirst	0.0	[0]
00203922-r	aright	0.0	[0]
00203922-r	correctly	34.0	[34.0]
00204199-n	escape	-5.0	[-5.0]
00205052-r	right	0.0	[0, 0, 0]
00206144-r	in darkness	-17.0	[0, -34.0, 0, -34.0]
00206479-r	hastily	-34.0	[-34.0]
00206479-r	hurriedly	0.0	[0]
00207366-r	to-day	0.0	[0, 0, 0, 0, 0]
00208773-r	helplessly	-25.0	[-25.0]
00208836-v	dilapidate	0.0	[0]
00209174-v	break up	-34.0	[-34.0]
00210446-r	smoothly	35.5	[35.5]
00210651-r	freely	64.0	[64.0, 64.0]
00211815-r	dimly	-34.0	[-34.0]
00212411-r	incidentally	0.0	[0]
00212604-r	ever	0.0	[0, 0, 0]
00212727-r	confidently	0.0	[0]
00216387-r	stolidly	25.0	[25.0]
00217728-a	beautiful	71.94444444444444	[70.5, 78.33333333333333, 67.0]
00218369-r	inexorably	-29.0	[-29.0]
00218440-a	comely	34.0	[34.0]
00218950-a	handsome	36.5	[34.0, 39.0]
00219325-r	cheerily	64.0	[64.0]
00219809-a	lovely	53.666666666666664	[53.666666666666664]
00219855-r	heartily	64.0	[64.0]
00219855-r	warmly	35.333333333333336	[64.0, 34.0, 8.0]
00220082-a	pretty	64.0	[64.0, 64.0]
00220522-n	murder	-85.11111111111111	[-95.0, -95.0, -80.0, -81.0, -57.0, -63.0, -95.0, -100.0, -100.0]
00221429-r	narrowly	17.0	[34.0, 0]
00221627-a	grotesque	-97.0	[-97.0]
00221934-a	hideous	-64.25	[-64.0, -64.5]
00221934-a	distorted	-64.0	[-64.0]
00221985-r	behind	0.0	[0, 0, 0, 0, 0]
00222180-r	behind	0.0	[0]
00222485-n	suicide	-95.0	[-95.0]
00224280-r	furiously	-95.0	[-95.0]
00224418-r	furiously	-82.0	[-64.0, -100.0]
00224515-a	evil	-80.5	[-80.5]
00224602-r	up and down	0.0	[0, 0, 0]
00224651-v	fade	0.0	[0]
00225099-a	spiteful	-75.0	[-75.0]
00225832-v	cripple	-34.0	[-34.0]
00226133-r	warily	-32.0	[-32.0]
00226550-r	over	0.0	[0, 0, 0, 0]
00226758-r	over	0.0	[0, 0, 0, 0, 0, 0]
00227165-v	intensify	0.0	[0]
00227507-a	top	-34.0	[-34.0]
00228294-a	first	34.0	[34.0, 34.0]
00229399-r	quietly	18.333333333333332	[15.0, 20.0, 20.0]
00229568-r	quietly	34.0	[34.0]
00229568-r	quiet	0.0	[0]
00229605-v	raise	0.0	[0]
00230335-a	better	33.5	[64.0, 3.0]
00230746-v	grow	0.0	[0.0, 0]
00231457-r	drily	0.0	[0]
00232499-r	cruelly	-95.0	[-95.0]
00232600-r	vaguely	0.0	[0]
00232862-r	out	0.0	[0]
00232936-r	forth	34.0	[34.0]
00232936-r	away	1.075	[0, 0, 0, 0, 4.3, 4.3, 4.3, 0.0, 0, 0, 0, 0.0]
00232936-r	off	0.0	[0, 0, 0, 0]
00233413-r	out	0.0	[0]
00233573-r	out of	0.0	[0]
00234052-r	away	0.0	[0]
00234389-r	apart	0.0	[0.0]
00234553-r	away	0.0	[0]
00235110-v	carry	0.0	[0]
00235254-r	away	0.0	[0, 0.0, 0.0, 0.0]
00235254-r	off	0.0	[0]
00235368-v	limit	0.0	[0]
00235438-r	away	0.0	[0]
00236289-v	hamper	-33.0	[-33.0]
00240707-r	in this	0.0	[0, 0, 0, 0, 0, 0, 0]
00240707-r	in that	0.0	[0]
00240707-r	well	0.0	[0]
00241093-r	sternly	-32.0	[-34.0, -30.0]
00243086-r	casually	0.0	[0]
00243124-v	unite	34.0	[34.0]
00243938-r	to the south	0.0	[0]
00245059-v	die away	-30.25	[-34.0, -87.0, 0.0, 0]
00245112-a	brown	0.0	[0]
00245200-a	dark	0.0	[0.0, 0]
00245402-r	fiercely	2.0	[2.0]
00245458-a	swarthy	0.0	[0.0]
00245588-r	fiercely	-64.0	[-64.0]
00246296-r	just	0.0	[0, 0, 0, 0, 0, 0]
00247247-a	unsullied	64.0	[64.0]
00248488-r	peculiarly	-34.0	[-34.0]
00248659-v	get on	38.0	[38.0]
00248837-a	murderous	-82.0	[-100.0, -64.0]
00249501-n	progress	64.0	[64.0, 64.0]
00250119-a	audacious	3.6666666666666665	[3.6666666666666665]
00250484-r	abreast	0.0	[0]
00250739-a	reckless	-48.0	[-48.0]
00250739-a	rash	-34.0	[-34.0]
00250898-r	between	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00252249-r	in hiding	-27.0	[0, -54.0]
00255057-a	tangled	-35.5	[-35.5]
00255415-r	midway	0.0	[0]
00255918-a	matted	0.0	[0]
00257418-r	in a low voice	0.0	[0]
00259096-r	sooner	0.0	[0, 0]
00259177-n	remedy	34.0	[34.0]
00260470-v	injure	-30.0	[-30.0]
00260648-v	repair	34.0	[34.0]
00260998-r	up here	0.0	[0]
00262792-a	brave	64.0	[64.0]
00266806-n	repair	32.0	[34.0, 30.0]
00267855-v	turn down	0.0	[0]
00267871-a	breathless	-61.0	[-61.0]
00268477-v	paralyse	0.0	[0]
00268557-n	restoration	59.0	[59.0]
00268748-a	blown	0.0	[0]
00269989-a	light	0.0	[0, 0]
00270561-v	heal	61.0	[61.0]
00272844-r	across	0.0	[0, 0, 0, 0]
00272951-r	across	0.0	[0, 0, 0]
00273082-a	dark	-22.058823529411764	[0.0, 0.0, 0.0, 0.0, -35.0, 0, 0, -36.0, 0, -61.0, 0, -92.0, -34.0, -34.0, 0, -34.0, -49.0]
00273257-v	prepare for	0.0	[0]
00273445-v	accustom	34.0	[34.0]
00274068-a	black	-29.0	[-24.0, -34.0]
00274068-a	pitch-dark	-34.0	[-34.0]
00275253-v	wear away	-64.0	[-64.0, -64.0]
00275764-a	gloomy	-32.0	[-29.0, -35.0]
00276862-a	shadowy	0.0	[0, 0]
00277585-r	slap	0.0	[0]
00278551-a	bright	42.416666666666664	[64.0, 34.0, 29.25]
00279523-r	brusquely	-22.0	[-22.0]
00279835-n	move	0.0	[0]
00279835-n	movement	0.0	[0]
00280301-v	whiten	-34.0	[-34.0]
00280844-a	blazing	0.0	[0]
00280853-n	approach	0.0	[0, 0]
00281101-v	colour	-34.0	[-34.0]
00281101-v	discolour	-34.0	[-34.0]
00281173-a	brilliant	64.0	[64.0]
00282050-n	progress	61.0	[61.0]
00282103-r	cautiously	1.0	[1.0]
00282103-r	carefully	0.0	[0.0]
00282523-v	turn	0.0	[0]
00285266-r	unfairly	-43.5	[-43.5]
00285557-n	step	0.0	[0, 0]
00285687-r	clearly	34.0	[34.0]
00285889-n	tread	0.0	[0]
00286371-r	coherently	20.0	[20.0]
00286605-v	stain	0.0	[0]
00289082-a	broken	0.0	[0]
00289532-v	silver	0.0	[0]
00289860-r	shortly	0.0	[0]
00292507-v	cut off	-34.0	[-34.0]
00292672-v	mangle	-59.0	[-59.0]
00292937-a	busy	-31.0	[-31.0]
00293376-a	labouring	0.0	[0]
00293916-n	run	0.0	[0]
00294459-r	therefore	0.0	[0, 0, 0]
00298896-v	set	0.0	[0]
00299059-r	deftly	34.0	[34.0]
00299690-a	hoarse	-54.333333333333336	[-34.0, -95.0, -34.0]
00299753-r	thickly	0.0	[0]
00300247-r	perhaps	0.7304347826086957	[0, 0, 0, 0, 0, 0, 0, 0, 2.1, 2.1, 2.1, 0.0, 2.1, 2.1, 2.1, 0.0, 2.1, 0.0, 2.1, 0, 0, 0, 0]
00300247-r	possibly	10.666666666666666	[34.0, 30.0, 0.0, 0.0, 0, 0]
00300247-r	might	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
00300359-a	strident	-64.0	[-64.0]
00300496-r	possibly	17.0	[34.0, 34.0, 0, 34.0, 0.0, 0]
00301039-r	absurdly	-34.0	[-34.0, -34.0]
00303465-v	widen	0.0	[0]
00304144-a	wild	-64.0	[-64.0]
00304144-a	tempestuous	-42.0	[-42.0]
00305683-r	deep	0.0	[0]
00306314-a	capable	32.0	[32.0]
00306426-n	journey	0.0	[0, 0, 0, 0, 0, 0]
00306539-v	burst forth	0.0	[0]
00307474-a	incapable	-34.0	[-34.0]
00307631-n	drive	0.0	[0, 0, 0]
00307794-a	unable	-34.0	[-34.0]
00308370-n	trip	0.0	[0]
00309021-a	careful	20.0	[34.0, 6.0]
00309276-n	lift	31.0	[31.0]
00309647-n	expedition	-2.5	[0, -5.0]
00310433-a	elaborate	0.0	[0.0, 0, 0.0]
00310433-a	detailed	0.0	[0]
00311809-n	excursion	0.0	[0]
00312553-n	voyage	0.0	[0]
00312691-n	way	0.96	[0, 2.4, 2.4, 0.0, 0]
00313633-r	shamefully	-63.5	[-63.5, -63.5]
00313987-v	blot out	-33.0	[-33.0]
00314835-r	frankly	34.0	[34.0, 34.0, 34.0]
00317310-a	graven	0.0	[0]
00317468-v	broaden	0.0	[0]
00317888-v	prolong	34.0	[34.0]
00318186-n	post	0.0	[0]
00319939-n	pursuit	21.666666666666668	[0.0, 65.0, 0]
00319939-n	chase	0.0	[0, 0, 0]
00324878-a	responsible	34.0	[34.0, 34.0]
00324878-a	responsible for	5.666666666666667	[0, 0, 17.0]
00325281-a	cautious	0.0	[0]
00328802-v	branch	0.0	[0]
00329831-a	central	0.0	[0, 0, 0, 0]
00330035-n	crawl	-34.0	[-34.0]
00330506-a	middle	0.0	[0]
00330506-a	midway	0.0	[0]
00331950-n	motion	0.0	[0]
00331950-n	movement	0.0	[0, 0, 0]
00334050-v	shatter	-31.0	[-31.0]
00334509-n	gesture	-15.0	[-30.0, 0]
00335421-a	certain	0.0	[0]
00335895-a	sure	0.0	[0]
00336831-a	sure	9.639999999999999	[0, 0, 0, 34.0, 0, 0, 0, 4.3, 4.3, 19.15, 26.433333333333334, 25.766666666666666, 30.65, 0, 0]
00336831-a	certain	97.5	[100.0, 95.0]
00337172-a	positive	64.0	[64.0]
00337404-a	uncertain	-26.0	[-26.0]
00337903-v	splinter	-17.0	[-34.0, 0]
00338817-a	confident	39.5	[39.5]
00339934-v	take place	0.0	[0, 0]
00339934-v	occur	0.0	[0, 0, 0, 0, 0, 0, 0, 0]
00339934-v	happen	0.0	[0, 0, 0]
00339934-v	pass	-11.333333333333334	[-34.0, 0, 0]
00339934-v	go on	8.5	[8.5]
00340523-r	very well	63.0	[63.0]
00340846-v	intervene	0.0	[0.0]
00341757-v	drag	-34.0	[-34.0]
00341757-v	drag out	0.0	[0]
00343226-a	fatal	-95.0	[-95.0]
00343334-v	repeat	0.0	[0]
00344643-v	happen	0.0	[0, 0, 0]
00344643-v	befall	-34.0	[-34.0]
00345000-v	befall	-49.5	[-49.5]
00345454-n	turn	0.0	[0]
00345761-v	begin	4.818181818181818	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53.0]
00345761-v	start	0.0	[0, 0, 0, 0, 0, 0]
00345761-v	set out	0.0	[0]
00345761-v	set about	0.0	[0]
00347180-n	shaking	-3.0	[-3.0]
00347610-v	attack	-64.0	[-64.0]
00347652-n	shake	-34.0	[-34.0]
00348110-r	fain	34.0	[34.0]
00348247-r	joyfully	0.0	[0]
00348422-v	take up	0.0	[0]
00348571-n	flutter	0.0	[0]
00348746-v	start	0.0	[0]
00348801-n	shudder	0.0	[0]
00349369-n	stroke	0.0	[0]
00351406-v	follow	17.0	[34.0, 0]
00351576-v	pass away	34.0	[34.0]
00352419-v	go out	-61.0	[-61.0]
00352826-v	end	0.0	[0, 0, 0]
00352826-v	terminate	0.0	[0]
00353485-r	by chance	0.0	[0]
00354033-r	roughly	-35.0	[-35.0]
00354845-v	die	0.0	[0]
00355291-r	hotly	-31.5	[-31.5]
00355615-r	heavily	-64.0	[-64.0]
00356648-a	immutable	0.0	[0]
00356926-a	characteristic	0.0	[0]
00358021-r	loose	-33.0	[-33.0]
00358431-v	die	-77.08333333333333	[-64.0, -95.0, -95.0, -95.0, -95.0, -95.0, -64.0, -34.0, -34.0, -95.0, -95.0, -95.0, -66.5, -64.0, -70.0, -31.0, -100.0, -100.0]
00358431-v	perish	-34.0	[-34.0]
00360041-a	hired	0.0	[0]
00360932-v	be born	0.0	[0]
00362128-v	curl	-11.333333333333334	[0, 0, -34.0]
00362467-a	cheerful	80.625	[95.0, 66.25]
00363788-n	addition	0.0	[0]
00364145-a	jaunty	33.0	[33.0]
00364881-a	dark	-42.666666666666664	[-64.0, -64.0, 0.0]
00364881-a	dreary	-62.5	[-62.5]
00365261-a	sombre	-34.0	[-34.0, -34.0]
00365261-a	melancholy	-61.166666666666664	[-64.0, -64.0, -55.5]
00365668-r	perceptibly	0.0	[0]
00366266-r	personally	0.0	[0]
00367568-r	implicitly	0.0	[0]
